id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
312371,AHJ,medium_airport,Hongyuan Airport,32.53154,102.35224,11600,AS,CN,CN-51,Aba,no,ZUHY,AHJ,,,http://en.wikipedia.org/wiki/Hongyuan_Airport,
314558,AXF,small_airport,Alxa Left Banner-Bayanhot Airport,38.8241,105.626,4806,AS,CN,CN-15,Bayanhot,yes,,AXF,,,http://en.wikipedia.org/wiki/Alxa_Left_Banner_Bayanhot_Airport,
35146,CN-0001,closed,Old Guangzhou Baiyun International Airport,23.1842002869,113.2659988403,,AS,CN,CN-44,Guangzhou,no,,,,,http://en.wikipedia.org/wiki/Guangzhou_Baiyun_International_Airport_%28former%29,CAN ZGGG
42466,CN-0002,medium_airport,Nanjing Air Base,31.9983005524,118.81199646,,AS,CN,CN-32,Nanjing,no,,,,,,Dajiaochang
43972,CN-0003,medium_airport,Laohutun Air Base,39.6699981689,121.7659988403,,AS,CN,CN-21,,no,,,,,,
43973,CN-0004,medium_airport,Pulandian Air Base,39.4509010315,122.0179977417,,AS,CN,CN-21,,no,,,,,,
43975,CN-0005,small_airport,Tangshan Sannühe Airport,39.7178001404,118.002624512,50,AS,CN,CN-13,Tangshan,yes,ZBTS,TVS,,,http://en.wikipedia.org/wiki/Tangshan_Air_Base,"Tangshan Air Base, 唐山三女河机场"
44082,CN-0006,medium_airport,Beijing Shahezhen Air Base,40.1491661072,116.3213882446,,AS,CN,CN-11,Beijing,no,,,,,,
44083,CN-0007,medium_airport,Beijing Tongxian Air Base,39.8111114502,116.7083358765,,AS,CN,CN-11,Beijing,no,,,,,,
45045,CN-0008,small_airport,Wang Kang Airfield,45.666,126.5275,,AS,CN,CN-23,Harbin,no,,,,,,
45046,CN-0009,small_airport,Shuang Yu Shu Airfield,45.66,126.7,,AS,CN,CN-23,Harbin,no,,,,,,
298989,CN-0010,medium_airport,Hedong Airport,38.322758333,106.393213889,,AS,CN,CN-64,Yinchuan,no,,,,,,
301195,CN-0011,closed,[Duplicate] Gu-Lian Airport,52.913917,122.427768,1836,AS,CN,CN-23,Mohe,yes,ZYMH,OHE,,,http://en.wikipedia.org/wiki/Mohe_Gulian_Airport,
44127,CN-0012,medium_airport,Yuanmou Air Base,25.7374992371,101.8820037842,3810,AS,CN,CN-53,Yuanmou,no,ZPYM,YUA,,,,
44089,CN-0013,medium_airport,Fengning Air Base,41.260799408,116.6179962158,,AS,CN,CN-13,,no,,,,,,
44090,CN-0014,medium_airport,Hohhot Air Base,40.7372016907,111.2289962769,,AS,CN,CN-15,,no,,,,,,
44091,CN-0015,medium_airport,Huairen Air Base,39.7174987793,113.142997742,3260,AS,CN,CN-14,Datong,no,,,,,http://en.wikipedia.org/wiki/Huairen_Air_Base,Datong Huairen Airport
44092,CN-0016,medium_airport,Liangxiangzhen Air Base,39.7578010559,116.1259994507,,AS,CN,CN-11,Beijing,no,,,,,,
307260,CN-0017,heliport,Lushan Heliport,29.664375858,116.079955101,,AS,CN,CN-U-A,,no,,,,,,Helicopter complex
44094,CN-0018,medium_airport,Tangguantun Air Base,38.7811012268,117.0680007935,,AS,CN,CN-12,,no,,,,,,
44095,CN-0019,closed,Tangshan Air Base,39.6563987732,118.1360015869,,AS,CN,CN-13,,no,,,,,,
44096,CN-0020,medium_airport,Wenshui Air Base,37.4077987671,111.966003418,,AS,CN,CN-14,,no,,,,,,
44097,CN-0021,medium_airport,Yangcun Air Base,39.373298645,117.0950012207,,AS,CN,CN-12,,no,,,,,,Meichong
44098,CN-0022,medium_airport,Yongning Air Base,40.5031013489,116.108001709,,AS,CN,CN-11,Yongning,no,,,,,,
312491,CN-0023,small_airport,Badaling or YanQing Airport,40.3786111111,115.9375,1750,AS,CN,CN-13,Yanqing,no,,,,,,
44100,CN-0024,medium_airport,Zhangjiakou Ningyuan Airport,40.7386016846,114.930000305,2347,AS,CN,CN-13,Zhangjiakou,yes,ZBZJ,ZQZ,,,http://en.wikipedia.org/wiki/Zhangjiakou_Ningyuan_Airport,"Zhangjiakou Air Base, 张家口宁远机场"
44101,CN-0025,medium_airport,Zunhua Air Base,40.1025009155,117.8870010376,,AS,CN,CN-13,,no,,,,,,
44102,CN-0026,medium_airport,Chengdu Air Base,30.7052993774,103.9499969482,,AS,CN,CN-51,,no,,,,,,
44103,CN-0027,medium_airport,Baoshan Yunduan Airport,25.053301,99.168297,5453,AS,CN,CN-53,,yes,ZPBS,BSD,,,http://en.wikipedia.org/wiki/Baoshan_Yunduan_Airport,
314643,CN-0028,heliport,Fiery Cross Reef Helipad,9.539168,112.880071,,AS,CN,CN-46,,no,,,,,,
314644,CN-0029,small_airport,Fiery Cross Reef Airfield,9.552789,112.889554,,AS,CN,CN-46,,no,,,,,,
44106,CN-0030,medium_airport,Chongqing Air Base,29.495300293,106.3590011597,,AS,CN,CN-50,Chongqing,no,,,,,,
314648,CN-0031,heliport,Subi Reef Helipad,10.913002,114.061933,,AS,CN,CN-U-A,,no,,,,,,
314908,CN-0032,closed,Kunming Wujiaba International Airport,24.9924,102.7435,6221,AS,CN,CN-53,Kunming,no,,,,,https://en.wikipedia.org/wiki/Kunming_Wujiaba_International_Airport,"KMG, ZPPP"
44109,CN-0033,small_airport,Dangxiong Air Base,30.4850006104,91.0658035278,,AS,CN,CN-54,,no,,,,,,
44110,CN-0034,small_airport,Dazu Air Base,29.636227,105.773621,1220,AS,CN,CN-50,Dazu,no,ZUDZ,DZU,,,,
44128,CN-0035,small_airport,Zhanyi Airport,25.5921993256,103.8290023804,,AS,CN,CN-53,,no,,,,,,
315143,CN-0036,small_airport,Shantou Waisha Airport,23.4269008636,116.7620010376,29,AS,CN,CN-44,Shantou,no,,,,,https://en.wikipedia.org/wiki/Shantou_Waisha_Airport,
315169,CN-0037,small_airport,Yongji Airport,34.8723,110.361,1236,AS,CN,CN-14,Yongji,no,,,,,,Yongyi Air Base
317868,CN-0038,heliport,BFA International Convention Center Heliport,19.140251,110.5632,0,AS,CN,CN-46,Dongyu Island,no,,,,,,
44115,CN-0039,small_airport,Lijiang Airport,23.5847,102.010003,,AS,CN,CN-53,Yuanjiang,no,,,,,,
44116,CN-0040,medium_airport,Lintsang Airfield,23.7381000519,100.025001526,6230,AS,CN,CN-53,Lincang,yes,ZPLC,LNJ,,,http://en.wikipedia.org/wiki/Lincang_Airport,Lincang Airport
44117,CN-0041,medium_airport,Luliang Air Base,24.9883003235,103.641998291,,AS,CN,CN-53,,no,,,,,,
317986,CN-0042,closed,Old Dangyang Airport,30.823,111.8121,200,AS,CN,CN-42,Dangyang,no,,,,,,
44119,CN-0043,medium_airport,Mengzi Air Base,23.3952999115,103.3339996338,,AS,CN,CN-53,,no,,,,,,
317988,CN-0044,closed,Yichang Tu Men Wu Airport,30.671,111.4404,235,AS,CN,CN-42,Yichang,no,,,,,,
44121,CN-0045,medium_airport,Qionglai Air Base,30.4899997711,103.4649963379,,AS,CN,CN-51,,no,,,,,,
44122,CN-0046,medium_airport,Shigatse Air Base,29.3519,89.311401,3782,AS,CN,CN-54,Xigazê,yes,ZURK,RKZ,,,http://en.wikipedia.org/wiki/Shigatse_Peace_Airport,
317990,CN-0047,closed,Old Yueyang Airport,29.424,113.0416,90,AS,CN,CN-43,Yeuyang,no,,,,,,
44124,CN-0048,medium_airport,Wenshan Air Base,23.7155990601,103.827003479,,AS,CN,CN-53,,no,,,,,,
44125,CN-0049,medium_airport,Xiangyun Midu Air Base,25.4452991486,100.7350006104,,AS,CN,CN-53,,no,,,,,,
44126,CN-0050,medium_airport,Bao'anying Airport,26.54,101.79852,1620,AS,CN,CN-51,Panzhihua,yes,ZUZH,PZI,,,http://en.wikipedia.org/wiki/Panzhihua_Bao'anying_Airport,"Xining Air Base, 攀枝花保安营机场"
323879,CN-0051,small_airport,Zigong Airport,29.376484,104.625789,1133,AS,CN,CN-51,Zigong,no,,ZKL,,,,Fengming General Airport
318170,CN-0052,small_airport,Leshan Airport,29.733396,103.612168,,AS,CN,CN-51,Leshan,no,,,,,,
44131,CN-0053,medium_airport,Baihe Ning Ming Air Base,22.1205997467,107.125,,AS,CN,CN-45,,no,,,,,,
318172,CN-0054,small_airport,Baoding Army Heliport,38.83359,115.521626,,AS,CN,CN-13,Baoding,no,,,,,,
44133,CN-0055,medium_airport,Changsha Datuopu Airport/AFB,28.0688991547,112.958000183,170,AS,CN,CN-43,Changsha,no,ZGCS,,,,,Changsha City Airport
44134,CN-0056,medium_airport,Dangyang Air Base,30.7985992432,111.8099975586,,AS,CN,CN-42,,no,,,,,,
44135,CN-0057,medium_airport,Foluo Northeast Air Base,18.692199707,109.1610031128,,AS,CN,CN-46,,no,,,,,,
318233,CN-0058,closed,Donggang Airport,39.948964,124.145162,,AS,CN,CN-21,Dandong,no,,,,,,
44137,CN-0059,small_airport,Guangzhou East Airfield,23.1646995544,113.3690032959,,AS,CN,CN-44,,no,,,,,,
318340,CN-0060,small_airport,Haibei Airport,36.990726,100.857505,,AS,CN,CN-63,Haibei,no,,,,,,
44139,CN-0061,medium_airport,Foshan Shadi Airport,23.0832996368,113.069999695,6,AS,CN,CN-44,Foshan,yes,ZGFS,FUO,,,http://en.wikipedia.org/wiki/Foshan_Shadi_Airport,Guangzhou Shadi Air Base
323881,CN-0062,closed,Bazhong Enyang Airport,31.73842,106.644872,1804,AS,CN,CN-51,Bazhong,no,,,,,https://en.wikipedia.org/wiki/Bazhong_Enyang_Airport,
44141,CN-0063,medium_airport,Guiping Mengshu Air Base,23.3307991028,110.0090026855,,AS,CN,CN-45,,no,,,,,,
44142,CN-0064,small_airport,Haikou City Airfield,20.0188999176,110.3470001221,,AS,CN,CN-46,,no,,,,,,
323882,CN-0065,closed,Hanzhong Xiguan Airport,33.063599,107.008003,,AS,CN,CN-61,Hanzhong,no,,,,,https://en.wikipedia.org/wiki/Hanzhong_Xiguan_Airport,
323884,CN-0066,small_airport,Guiyang Air Base,26.40994,106.532264,,AS,CN,CN-52,Guiyang,no,,,,,,
323907,CN-0067,small_airport,Queshan Air Base,32.540819,114.079141,,AS,CN,CN-41,,no,,,,,,
44146,CN-0068,medium_airport,Huizhou Airport,23.0499992371,114.599998474,50,AS,CN,CN-44,Huizhou,yes,ZGHZ,HUZ,,,http://en.wikipedia.org/wiki/Huizhou_Airport,"Huiyang Air Base, Pingtan Airport"
44147,CN-0069,medium_airport,Jialaishi Air Base,19.6972007751,109.7259979248,,AS,CN,CN-46,,no,,,,,,
324335,CN-0070,closed,Changchun East Airport,43.888157,125.405307,660,AS,CN,CN-22,Changchun,no,,,,,,
44149,CN-0071,medium_airport,Leiyang Air Base,26.5872001648,112.891998291,,AS,CN,CN-43,,no,,,,,,
44150,CN-0072,medium_airport,Lingshui Air Base,18.4944000244,109.9879989624,,AS,CN,CN-46,,no,,,,,,
324348,CN-0073,small_airport,Danfeng Airport,33.708533,110.249284,,AS,CN,CN-61,Danfeng,no,,,,,,
324349,CN-0074,medium_airport,Shangqiu Air Base,34.449507,115.459261,,AS,CN,CN-41,Shangqiu,no,,,,,https://en.wikipedia.org/wiki/Shangqiu_Airport,
44153,CN-0075,small_airport,Meixian Air Base,24.2649993896,116.0999984741,,AS,CN,CN-44,,no,,,,,,
324768,CN-0076,medium_airport,Zhengzhou Air Base,34.86125,113.729631,,AS,CN,CN-41,,no,,,,,,
44157,CN-0079,medium_airport,Shaoguan Guitou Airport,24.9785995483,113.42099762,280,AS,CN,CN-44,Shaoguan,no,,HSC,,,http://en.wikipedia.org/wiki/Shaoguan_Guitou_Airport,Shaoguan Air Base
44158,CN-0080,medium_airport,Suixi Air Base,21.3957996368,110.1999969482,,AS,CN,CN-44,,no,,,,,,
44159,CN-0081,medium_airport,Jinggangshan Airport,26.8568992615,114.736999512,281,AS,CN,CN-36,Ji'an,yes,ZSJA,JGS,,,http://en.wikipedia.org/wiki/Jinggangshan_Airport,Tiahe Air Base
44160,CN-0082,medium_airport,Baise Youjiang Airport,23.7206001282,106.959999084,490,AS,CN,CN-45,Baise,yes,ZGBS,AEB,,,http://en.wikipedia.org/wiki/Baise_Youjiang_Airport,"Tian Yang Air Base, Bose airport, 百色右江机场"
44162,CN-0084,closed,Wuhan Air Base,30.5986003876,114.241996765,80,AS,CN,CN-42,Wuhan,no,ZHWT,,,,,"Wangjiadun Airport,"
44163,CN-0085,medium_airport,Xiaogan Air Base,30.9543991089,113.9110031128,,AS,CN,CN-42,,no,,,,,,
44167,CN-0089,medium_airport,Baitabu Air Base,34.5713996887,118.875,,AS,CN,CN-32,,no,,,,,,
44168,CN-0090,medium_airport,Cangxian Air Base,38.4025001526,116.9290008545,,AS,CN,CN-13,,no,,,,,,
44169,CN-0091,medium_airport,Dongying Shengli Airport,37.5085983276,118.788002014,15,AS,CN,CN-37,Dongying,no,ZSDY,DOY,,,http://en.wikipedia.org/wiki/Dongying_Shengli_Airport,"Dongying Air Base, Dongying Yong'an Airport"
44170,CN-0092,medium_airport,Jiaozhou/Jiaocheng Air Base,36.3306007385,120.0240020752,,AS,CN,CN-37,,no,,,,,,
44171,CN-0093,medium_airport,Jinan Air Base,36.6791992188,116.9209976196,,AS,CN,CN-37,,no,,,,,,
44172,CN-0094,medium_airport,Jiugucheng Air Base,37.4900016785,116.1179962158,,AS,CN,CN-13,,no,,,,,,
44173,CN-0095,medium_airport,Kaifeng Air Base,34.7538986206,114.3389968872,,AS,CN,CN-41,Kaifeng,no,,,,,,
44174,CN-0096,medium_airport,Laiyang Air Base,36.9636001587,120.591003418,,AS,CN,CN-37,,no,,,,,,
44175,CN-0097,medium_airport,Luyang Air Base,33.6847000122,112.8909988403,,AS,CN,CN-41,,no,,,,,,
44178,CN-0100,medium_airport,Qingdao-Cangkou Air Base,36.159198761,120.391998291,,AS,CN,CN-37,,no,,,,,,
44179,CN-0101,seaplane_base,Qingdao Naval Base,36.0469017029,120.283996582,,AS,CN,CN-37,,no,,,,,,
44181,CN-0103,medium_airport,Wendeng Air Base,37.2647018433,122.0230026245,,AS,CN,CN-37,,no,,,,,,
44182,CN-0104,medium_airport,Xingcheng Air Base,40.5802993774,120.697998047,30,AS,CN,CN-21,,no,ZYXC,XEN,,,,
44183,CN-0105,medium_airport,Xuzhou Daguozhang Air Base,34.0588989258,117.5579986572,,AS,CN,CN-32,,no,,,,,,
44184,CN-0106,medium_airport,Xuzhou Jiulishan Air Base,34.2305984497,117.2460021973,,AS,CN,CN-32,,no,,,,,,
44187,CN-0109,medium_airport,Yidu Air Base,36.5914001465,118.5270004272,,AS,CN,CN-37,,no,,,,,,
44189,CN-0111,medium_airport,Zhucheng Air Base,36.0275001526,119.4390029907,,AS,CN,CN-37,,no,,,,,,
44191,CN-0113,medium_airport,Altay Air Base,47.7498855591,88.0858078003,2460,AS,CN,CN-65,Altay,yes,ZWAT,AAT,,,http://en.wikipedia.org/wiki/Altay_Airport,
44192,CN-0114,medium_airport,Baoji Air Base,34.5317001343,107.4720001221,,AS,CN,CN-61,,no,,,,,,
44195,CN-0117,medium_airport,Gonghe Air Base,36.3367004395,100.4800033569,,AS,CN,CN-63,,no,,,,,,
44201,CN-0123,medium_airport,Lanzhou Air Base,35.9178009033,104.2180023193,,AS,CN,CN-62,Lanzhou,no,,,,,,
44203,CN-0125,medium_airport,Ljtao Air Base,35.3083000183,103.8359985352,,AS,CN,CN-62,,no,,,,,,
44205,CN-0127,medium_airport,Qingshui Air Base,39.5546989441,98.8842010498,,AS,CN,CN-62,,no,,,,,,
44207,CN-0129,small_airport,Shihezi Airfield,44.3328018188,86.1166992188,,AS,CN,CN-65,,no,,,,,,
44208,CN-0130,medium_airport,Tianshui Maijishan Airport,34.5593986511,105.86000061,3590,AS,CN,CN-62,Tianshui,yes,ZLTS,THQ,,,http://en.wikipedia.org/wiki/Tianshui_Maijishan_Airport,"Tianshui Air Base, 天水麦积山机场"
44210,CN-0132,medium_airport,Urumqi South Air Base,43.465801239,87.5322036743,,AS,CN,CN-65,,no,,,,,,
44211,CN-0133,medium_airport,Uxxaktal Air Base,42.1814002991,87.1881027222,,AS,CN,CN-65,,no,,,,,,
44212,CN-0134,medium_airport,Wugong Air Base,34.2742004395,108.2659988403,,AS,CN,CN-61,,no,,,,,,
44213,CN-0135,medium_airport,Wulumuqi Air Base,43.9502983093,87.0785980225,2425,AS,CN,CN-65,,no,,,,,,
44214,CN-0136,medium_airport,Wuwei Air Base,37.9883003235,102.5670013428,,AS,CN,CN-62,,no,,,,,,
44215,CN-0137,medium_airport,Xian Air Base,34.1539001465,108.5989990234,,AS,CN,CN-61,,no,,,,,,
44216,CN-0138,medium_airport,Xincheng Air Base,25.5482997894,114.6190032959,,AS,CN,CN-36,,no,,,,,,
44217,CN-0139,medium_airport,Yaerbashi Test Range,43.0772018433,92.8080978394,,AS,CN,CN-65,,no,,,,,,
44218,CN-0140,medium_airport,Yanliang Air Base,34.643901825,109.2429962158,,AS,CN,CN-61,,no,,,,,,
44221,CN-0143,medium_airport,Zhangye Ganzhou Airport,38.8018989563,100.675003052,5280,AS,CN,CN-62,Zhangye,yes,ZLZY,YZY,,,http://en.wikipedia.org/wiki/Zhangye_Ganzhou_Airport,"Zhangye Southeast Air Base, 张掖甘州机场"
44223,CN-0145,medium_airport,Changzing Air Base,30.9685993195,119.7310028076,,AS,CN,CN-33,,no,,,,,,
44224,CN-0146,medium_airport,Daishan Air Base,30.2877998352,122.1449966431,,AS,CN,CN-33,,no,,,,,,
44225,CN-0147,medium_airport,Feidong Air Base,31.9094009399,117.658996582,,AS,CN,CN-34,,no,,,,,,
44227,CN-0149,medium_airport,Fuzhou Air Base,26.0044002533,119.31199646,,AS,CN,CN-35,Fuzhou,no,,,,,,
44230,CN-0152,medium_airport,Huian Air Base,25.0261001587,118.8069992065,,AS,CN,CN-35,,no,,,,,,
